,avg_cur_bal,acc_open_past_24mths,inq_last_12m,total_cu_tl,inq_fi,total_rev_hi_lim,all_util,max_bal_bc,open_rv_24m,open_rv_12m,total_bal_il,open_il_24m,open_il_12m,open_act_il,open_acc_6m,tot_cur_bal,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,total_bc_limit,total_bal_ex_mort,tot_hi_cred_lim,pct_tl_nvr_dlq,num_tl_op_past_12m,tot_coll_amt,num_sats,num_rev_accts,num_op_rev_tl,num_il_tl,num_bc_tl,num_bc_sats,num_actv_rev_tl,num_actv_bc_tl,num_accts_ever_120_pd,num_rev_tl_bal_gt_0,last_fico_range_low,last_fico_range_high,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,fico_range_low,total_il_high_credit_limit,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,fico_range_high,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_acc,last_pymnt_amnt,last_pymnt_d,last_credit_pull_d,term,grade,loan_status,home_ownership,verification_status,purpose,addr_state,sub_grade
39,5356.0,3.0,1.0,0.0,1.0,25300.0,82.0,14981.0,1.0,0.0,16016.0,1.0,1.0,1.0,0.0,37491.0,102.0,16.0,10.0,0.0,21500.0,37491.0,45509.0,100.0,1.0,0.0,8.0,10.0,6.0,1.0,5.0,3.0,4.0,3.0,0.0,4.0,690.0,694.0,20000.0,20000.0,20000.0,14.85,691.84,110000.0,12.45,0.0,690.0,20000.0,0.0,8.0,0.0,21374.0,84.5,694.0,0.0,0.0,24889.013358121,24889.01,20000.0,4889.01,12.0,1407.7,Dec-2018,Dec-2018, 36 months,C,Fully Paid,RENT,Not Verified,credit_card,IL,C5
40,2759.0,9.0,3.0,0.0,0.0,52100.0,61.0,2957.0,9.0,6.0,44379.0,0.0,0.0,3.0,2.0,63456.0,137.0,2.0,2.0,1.0,23600.0,63456.0,104696.0,92.1,6.0,264.0,24.0,23.0,21.0,39.0,9.0,9.0,17.0,8.0,5.0,17.0,655.0,659.0,20000.0,20000.0,20000.0,15.77,700.88,70000.0,22.21,0.0,680.0,52596.0,0.0,24.0,0.0,19077.0,36.6,684.0,0.0,0.0,21780.5867830477,21780.59,20000.0,1780.59,63.0,2815.6,Dec-2016,Mar-2019, 36 months,D,Fully Paid,RENT,Not Verified,house,FL,D1
41,20578.0,4.0,3.0,3.0,0.0,49500.0,85.0,6742.0,1.0,1.0,32895.0,2.0,2.0,2.0,2.0,288087.0,176.0,7.0,6.0,6.0,11000.0,71518.0,302401.0,100.0,4.0,0.0,14.0,16.0,11.0,6.0,4.0,3.0,9.0,3.0,0.0,9.0,520.0,524.0,10000.0,10000.0,10000.0,17.97,253.78,55000.0,35.7,0.0,685.0,34953.0,0.0,14.0,0.0,38623.0,78.0,689.0,0.0,0.0,5558.2,5558.2,2687.15,2871.05,28.0,253.78,Nov-2017,Feb-2018, 60 months,D,Charged Off,MORTGAGE,Not Verified,credit_card,CO,D4
42,47670.0,7.0,3.0,0.0,5.0,5700.0,66.0,1959.0,1.0,0.0,109893.0,6.0,0.0,7.0,0.0,667373.0,98.0,23.0,17.0,1.0,5100.0,112166.0,704224.0,73.7,0.0,0.0,15.0,8.0,7.0,10.0,5.0,4.0,2.0,2.0,1.0,2.0,685.0,689.0,16000.0,16000.0,16000.0,13.99,372.21,142000.0,17.74,2.0,680.0,124120.0,2.0,15.0,2.0,2273.0,39.9,684.0,7186.06,7186.06,14112.89,14112.89,8813.94,5298.95,19.0,372.21,Feb-2019,Mar-2019, 60 months,C,Current,MORTGAGE,Verified,debt_consolidation,CA,C4
43,2864.0,8.0,0.0,2.0,0.0,78900.0,34.0,1600.0,5.0,3.0,32532.0,3.0,2.0,2.0,2.0,40090.0,283.0,4.0,4.0,1.0,51600.0,40090.0,117477.0,92.3,5.0,0.0,14.0,13.0,12.0,11.0,8.0,7.0,10.0,5.0,2.0,10.0,795.0,799.0,20000.0,20000.0,20000.0,9.8,643.47,75000.0,23.45,0.0,725.0,38577.0,0.0,14.0,0.0,7558.0,9.6,729.0,0.0,0.0,21918.8165025628,21918.82,20000.0,1918.82,26.0,13580.93,Mar-2017,Mar-2019, 36 months,B,Fully Paid,RENT,Not Verified,debt_consolidation,WA,B3
44,13788.0,5.0,5.0,0.0,1.0,26800.0,58.0,3081.0,3.0,0.0,24041.0,1.0,1.0,1.0,0.0,165450.0,173.0,16.0,11.0,1.0,18300.0,31199.0,191618.0,100.0,1.0,0.0,15.0,18.0,13.0,5.0,10.0,9.0,3.0,3.0,0.0,3.0,770.0,774.0,8650.0,8650.0,8650.0,5.32,260.5,100000.0,7.28,0.0,750.0,27078.0,0.0,15.0,0.0,7158.0,26.7,754.0,0.0,0.0,9263.8493330869,9263.85,8650.0,613.85,24.0,2.08,Dec-2017,Nov-2018, 36 months,A,Fully Paid,MORTGAGE,Not Verified,credit_card,IN,A1
45,5721.0,3.0,1.0,3.0,1.0,5900.0,89.0,1097.0,1.0,0.0,49908.0,2.0,0.0,7.0,0.0,51489.0,194.0,17.0,14.0,2.0,5900.0,51489.0,57564.0,100.0,0.0,0.0,9.0,17.0,2.0,25.0,14.0,2.0,2.0,2.0,0.0,2.0,715.0,719.0,21000.0,21000.0,21000.0,13.44,482.56,54649.0,12.14,0.0,670.0,51664.0,0.0,9.0,1.0,1581.0,26.8,674.0,0.0,0.0,24473.2276218388,24473.23,21000.0,3473.23,44.0,17274.03,May-2017,Mar-2019, 60 months,C,Fully Paid,RENT,Source Verified,debt_consolidation,TX,C3
46,11493.0,12.0,9.0,0.0,4.0,8600.0,108.0,3234.0,3.0,0.0,269893.0,9.0,3.0,18.0,1.0,275831.0,126.0,15.0,5.0,0.0,6700.0,275831.0,255047.0,97.7,3.0,0.0,24.0,8.0,6.0,35.0,5.0,4.0,3.0,2.0,0.0,3.0,685.0,689.0,7200.0,7200.0,7200.0,15.77,252.32,55000.0,17.35,0.0,680.0,246447.0,0.0,24.0,1.0,5938.0,69.0,684.0,0.0,0.0,8894.319824248001,8894.32,7200.0,1694.32,43.0,2602.09,Mar-2018,Feb-2018, 36 months,D,Fully Paid,RENT,Not Verified,debt_consolidation,NY,D1
47,11739.0,8.0,3.0,2.0,0.0,12000.0,56.0,3818.0,5.0,2.0,921.0,0.0,0.0,1.0,1.0,105650.0,169.0,6.0,6.0,2.0,8500.0,10116.0,116292.0,87.5,2.0,0.0,9.0,15.0,6.0,6.0,11.0,3.0,5.0,3.0,0.0,5.0,705.0,709.0,8800.0,8800.0,8800.0,9.8,283.13,92000.0,5.18,0.0,665.0,6000.0,1.0,9.0,0.0,9195.0,76.6,669.0,0.0,0.0,9852.877877179,9852.88,8800.0,1052.88,24.0,4768.52,Aug-2017,Aug-2017, 36 months,B,Fully Paid,MORTGAGE,Source Verified,credit_card,MI,B3
48,5234.0,0.0,0.0,0.0,0.0,11200.0,93.0,10159.0,0.0,0.0,51435.0,0.0,0.0,10.0,0.0,62813.0,45.0,40.0,40.0,0.0,11200.0,62813.0,67732.0,100.0,0.0,0.0,12.0,2.0,2.0,22.0,2.0,2.0,2.0,2.0,0.0,2.0,715.0,719.0,14650.0,14650.0,14650.0,20.5,392.23,43160.0,21.44,0.0,690.0,56532.0,0.0,12.0,0.0,11378.0,101.6,694.0,7142.25,7142.25,14908.17,14908.17,7507.75,7400.42,24.0,392.23,Mar-2019,Mar-2019, 60 months,E,Current,RENT,Verified,debt_consolidation,OH,E4
49,28167.0,6.0,5.0,3.0,6.0,2500.0,87.0,48.0,2.0,1.0,196437.0,4.0,2.0,3.0,3.0,197169.0,179.0,3.0,2.0,0.0,700.0,197169.0,196429.0,68.4,3.0,0.0,7.0,8.0,4.0,14.0,1.0,1.0,4.0,1.0,3.0,4.0,665.0,669.0,2500.0,2500.0,2500.0,17.27,89.47,50000.0,17.6,3.0,670.0,193929.0,4.0,7.0,0.0,732.0,31.1,674.0,0.0,0.0,3213.2994112426,3213.3,2500.0,713.3,22.0,266.79,Nov-2018,Feb-2019, 36 months,D,Fully Paid,MORTGAGE,Verified,other,FL,D3
50,22864.0,5.0,1.0,1.0,2.0,9600.0,67.0,4361.0,2.0,0.0,25792.0,3.0,0.0,3.0,0.0,205780.0,135.0,13.0,13.0,2.0,8600.0,33929.0,231864.0,94.4,0.0,0.0,9.0,8.0,5.0,8.0,5.0,4.0,4.0,4.0,0.0,4.0,700.0,704.0,11000.0,11000.0,11000.0,9.17,350.67,69000.0,21.34,0.0,680.0,41107.0,1.0,9.0,0.0,8137.0,84.8,684.0,0.0,0.0,12610.028752448,12610.03,11000.0,1610.03,18.0,350.59,Jan-2019,Dec-2018, 36 months,B,Fully Paid,MORTGAGE,Not Verified,credit_card,OH,B2
51,47745.0,0.0,0.0,0.0,0.0,30900.0,80.0,7494.0,0.0,0.0,4453.0,0.0,0.0,1.0,0.0,525195.0,267.0,70.0,45.0,4.0,7500.0,32673.0,554242.0,90.9,0.0,342.0,12.0,20.0,9.0,9.0,6.0,2.0,7.0,1.0,2.0,8.0,610.0,614.0,23850.0,23850.0,23850.0,17.27,596.21,68046.0,24.71,1.0,665.0,10100.0,0.0,12.0,0.0,28220.0,91.3,669.0,11174.25,11174.25,22610.21,22610.21,12675.75,9934.46,33.0,596.21,Mar-2019,Mar-2019, 60 months,D,Current,OWN,Not Verified,debt_consolidation,VA,D3
52,14211.0,5.0,1.0,2.0,0.0,23800.0,88.0,5268.0,2.0,2.0,68316.0,3.0,1.0,9.0,2.0,270017.0,121.0,4.0,4.0,1.0,12300.0,83774.0,305962.0,96.4,3.0,0.0,19.0,14.0,9.0,13.0,5.0,4.0,6.0,3.0,1.0,7.0,645.0,649.0,15700.0,15700.0,15700.0,16.59,386.74,48000.0,29.13,0.0,685.0,81126.0,0.0,19.0,0.0,15458.0,64.9,689.0,7292.63,7292.63,14659.94,14659.94,8407.37,6252.57,28.0,386.74,Feb-2019,Mar-2019, 60 months,D,Current,MORTGAGE,Not Verified,credit_card,LA,D2
53,2428.0,8.0,2.0,0.0,1.0,175800.0,21.0,7303.0,7.0,3.0,22849.0,1.0,1.0,1.0,2.0,41270.0,322.0,5.0,5.0,2.0,159700.0,41270.0,200980.0,100.0,4.0,0.0,21.0,31.0,20.0,3.0,20.0,13.0,10.0,8.0,0.0,10.0,800.0,804.0,28800.0,28800.0,28800.0,11.99,640.5,60000.0,18.01,0.0,800.0,25180.0,0.0,21.0,0.0,18421.0,10.5,804.0,12593.27,12593.27,24291.04,24291.04,16206.73,8084.31,37.0,640.5,Feb-2019,Mar-2019, 60 months,C,Current,OWN,Not Verified,debt_consolidation,FL,C1
54,23424.0,7.0,3.0,0.0,0.0,16700.0,71.0,2180.0,1.0,1.0,66773.0,4.0,1.0,4.0,2.0,304514.0,111.0,9.0,6.0,3.0,4400.0,73732.0,321380.0,100.0,3.0,0.0,13.0,11.0,7.0,19.0,6.0,3.0,5.0,3.0,0.0,5.0,590.0,594.0,10000.0,10000.0,10000.0,12.88,336.37,91392.0,9.44,0.0,710.0,68648.0,0.0,13.0,0.0,6959.0,41.7,714.0,0.0,0.0,11316.8901896649,11316.89,10000.0,1316.89,33.0,6961.97,Mar-2017,Dec-2018, 36 months,C,Fully Paid,MORTGAGE,Not Verified,house,MO,C2
55,14157.0,1.0,2.0,0.0,1.0,33600.0,7.0,3309.0,1.0,0.0,1456.0,0.0,0.0,1.0,0.0,127412.0,398.0,22.0,22.0,2.0,30500.0,4910.0,202351.0,95.2,0.0,0.0,9.0,13.0,7.0,6.0,6.0,4.0,3.0,2.0,1.0,3.0,810.0,814.0,24000.0,24000.0,24000.0,9.8,507.58,77900.0,10.24,0.0,740.0,33631.0,1.0,9.0,0.0,3454.0,10.3,744.0,10182.57,10182.57,19255.37,19255.37,13817.43,5437.94,21.0,507.58,Feb-2019,Mar-2019, 60 months,B,Current,OWN,Not Verified,home_improvement,TN,B3
56,7176.0,8.0,0.0,0.0,1.0,83600.0,50.0,7213.0,6.0,2.0,13889.0,2.0,0.0,2.0,1.0,193745.0,158.0,4.0,4.0,2.0,58500.0,57302.0,267312.0,100.0,2.0,0.0,27.0,34.0,24.0,9.0,18.0,14.0,20.0,14.0,0.0,20.0,690.0,694.0,28000.0,28000.0,28000.0,18.49,718.51,75000.0,31.88,0.0,685.0,31758.0,0.0,27.0,0.0,43413.0,51.9,689.0,0.0,0.0,39607.4518757083,39607.45,28000.0,11607.45,46.0,16687.04,Oct-2018,Mar-2019, 60 months,D,Fully Paid,MORTGAGE,Verified,debt_consolidation,IN,D5
57,8639.0,3.0,0.0,4.0,1.0,52200.0,40.0,5020.0,1.0,0.0,35367.0,0.0,0.0,11.0,1.0,146867.0,310.0,19.0,3.0,5.0,26800.0,49644.0,220950.0,91.3,1.0,321.0,17.0,11.0,5.0,26.0,6.0,3.0,4.0,3.0,1.0,4.0,720.0,724.0,35000.0,35000.0,35000.0,11.99,778.38,128000.0,6.46,0.0,685.0,71700.0,0.0,17.0,0.0,14277.0,27.4,689.0,0.0,0.0,44358.9106977021,44358.91,35000.0,9358.91,46.0,17952.27,Dec-2018,Mar-2019, 60 months,C,Fully Paid,MORTGAGE,Source Verified,home_improvement,DC,C1
58,19881.0,8.0,2.0,3.0,1.0,19000.0,63.0,3281.0,4.0,2.0,18276.0,2.0,0.0,2.0,0.0,218695.0,137.0,11.0,9.0,3.0,19000.0,27327.0,236795.0,96.0,3.0,0.0,13.0,14.0,9.0,7.0,13.0,8.0,6.0,6.0,0.0,6.0,630.0,634.0,7200.0,7200.0,7200.0,9.17,229.53,50000.0,19.25,0.0,675.0,24744.0,0.0,13.0,0.0,9051.0,47.6,679.0,0.0,0.0,7598.05,7598.05,7200.0,398.05,25.0,6206.89,Aug-2016,Mar-2019, 36 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,MA,B2
59,6839.0,2.0,1.0,0.0,0.0,14800.0,78.0,5037.0,2.0,1.0,20690.0,0.0,0.0,1.0,1.0,27354.0,206.0,1.0,1.0,0.0,13000.0,27354.0,35247.0,100.0,1.0,1036.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,695.0,699.0,10000.0,10000.0,10000.0,7.91,312.95,40100.0,10.81,0.0,680.0,20447.0,1.0,4.0,0.0,6664.0,45.0,684.0,0.0,0.0,11255.154658058998,11255.15,10000.0,1255.15,7.0,312.89,Jan-2019,Mar-2019, 36 months,A,Fully Paid,RENT,Not Verified,credit_card,OH,A5
60,2886.0,1.0,0.0,0.0,0.0,26400.0,96.0,1846.0,1.0,0.0,71856.0,0.0,0.0,15.0,0.0,83690.0,120.0,16.0,16.0,0.0,23900.0,83690.0,87509.0,97.9,0.0,0.0,29.0,23.0,14.0,25.0,20.0,13.0,8.0,7.0,0.0,8.0,0.0,499.0,16000.0,16000.0,16000.0,13.44,367.67,42000.0,9.6,0.0,670.0,61109.0,0.0,29.0,0.0,11834.0,44.8,674.0,0.0,0.0,4382.17,4382.17,2406.29,1975.88,48.0,367.67,Jan-2017,May-2017, 60 months,C,Charged Off,RENT,Not Verified,credit_card,MA,C3
61,5122.0,2.0,0.0,1.0,0.0,43600.0,54.0,11556.0,2.0,1.0,16094.0,0.0,0.0,1.0,1.0,40976.0,176.0,6.0,6.0,0.0,35200.0,40976.0,76326.0,100.0,1.0,0.0,9.0,11.0,8.0,3.0,5.0,5.0,5.0,5.0,0.0,5.0,770.0,774.0,21875.0,21875.0,21875.0,11.99,726.46,47590.0,17.76,0.0,700.0,32726.0,0.0,9.0,0.0,24882.0,57.1,704.0,0.0,0.0,25851.272805365097,25851.27,21875.0,3976.27,14.0,7662.31,Mar-2018,Aug-2018, 36 months,C,Fully Paid,RENT,Source Verified,credit_card,FL,C1
62,5032.0,5.0,2.0,0.0,0.0,20900.0,75.0,4879.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,60381.0,172.0,2.0,2.0,3.0,8800.0,15646.0,72286.0,100.0,2.0,0.0,12.0,13.0,11.0,4.0,3.0,3.0,11.0,3.0,0.0,11.0,690.0,694.0,14025.0,14025.0,14025.0,18.49,359.9,39000.0,18.0,0.0,675.0,0.0,1.0,12.0,0.0,15646.0,74.9,679.0,0.0,0.0,16341.3907923605,16341.39,14025.0,2316.39,21.0,12764.01,Dec-2016,Feb-2019, 60 months,D,Fully Paid,MORTGAGE,Verified,debt_consolidation,WI,D5
63,37486.0,0.0,0.0,4.0,0.0,54200.0,60.0,9701.0,0.0,0.0,16012.0,0.0,0.0,3.0,0.0,299890.0,164.0,38.0,35.0,4.0,39200.0,55067.0,366974.0,100.0,0.0,0.0,8.0,10.0,4.0,13.0,6.0,3.0,4.0,3.0,0.0,4.0,500.0,504.0,35000.0,35000.0,35000.0,12.88,794.21,106000.0,17.36,0.0,730.0,36981.0,0.0,8.0,0.0,39055.0,72.1,734.0,0.0,0.0,22968.61,22968.61,10323.88,7086.13,27.0,794.21,Nov-2017,Mar-2019, 60 months,C,Charged Off,MORTGAGE,Source Verified,debt_consolidation,AL,C2
64,39020.0,5.0,6.0,0.0,1.0,28500.0,62.0,4627.0,3.0,2.0,9935.0,2.0,1.0,3.0,2.0,429218.0,142.0,4.0,2.0,5.0,13500.0,32486.0,472759.0,100.0,3.0,0.0,12.0,11.0,7.0,5.0,8.0,5.0,6.0,4.0,0.0,6.0,605.0,609.0,20000.0,20000.0,20000.0,12.88,672.73,145000.0,12.28,0.0,695.0,23259.0,0.0,12.0,0.0,22551.0,80.2,699.0,0.0,0.0,24273.8783944989,24273.88,20000.0,4206.6,21.0,764.11,Mar-2019,Mar-2019, 36 months,C,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,RI,C2
65,6435.0,3.0,5.0,0.0,1.0,17200.0,89.0,4952.0,1.0,0.0,58071.0,2.0,1.0,2.0,0.0,70789.0,71.0,23.0,10.0,0.0,15100.0,70789.0,83083.0,100.0,1.0,0.0,11.0,11.0,9.0,13.0,8.0,8.0,7.0,7.0,0.0,8.0,510.0,514.0,14000.0,14000.0,14000.0,14.85,331.96,60000.0,24.29,0.0,690.0,65883.0,0.0,11.0,0.0,12718.0,73.9,694.0,0.0,0.0,7458.9,7458.9,3175.67,2770.73,24.0,331.96,Jul-2017,Dec-2017, 60 months,C,Charged Off,MORTGAGE,Not Verified,debt_consolidation,AZ,C5
66,22771.0,6.0,0.0,1.0,1.0,30800.0,71.0,4727.0,4.0,2.0,48608.0,2.0,1.0,3.0,3.0,227708.0,159.0,3.0,3.0,3.0,23500.0,64371.0,307343.0,87.5,3.0,0.0,10.0,12.0,6.0,9.0,7.0,4.0,5.0,4.0,1.0,6.0,690.0,694.0,16000.0,16000.0,16000.0,8.49,328.19,62000.0,28.92,0.0,720.0,59526.0,0.0,10.0,0.0,15763.0,51.2,724.0,6664.39,6664.39,12430.1,12430.1,9335.61,3094.49,24.0,328.19,Feb-2019,Mar-2019, 60 months,B,In Grace Period,MORTGAGE,Source Verified,credit_card,CA,B1
67,14258.0,4.0,0.0,0.0,0.0,51300.0,71.0,14170.0,3.0,1.0,20515.0,1.0,0.0,2.0,0.0,256638.0,193.0,11.0,11.0,2.0,25000.0,57329.0,280650.0,100.0,1.0,150.0,19.0,22.0,16.0,5.0,11.0,6.0,15.0,5.0,0.0,15.0,660.0,664.0,28000.0,28000.0,28000.0,14.85,663.92,85000.0,28.52,0.0,670.0,29709.0,0.0,19.0,0.0,36814.0,71.8,674.0,12718.12,12718.12,25171.21,25171.21,15281.88,9889.33,29.0,663.92,Feb-2019,Mar-2019, 60 months,C,Current,MORTGAGE,Not Verified,debt_consolidation,GA,C5
68,1835.0,3.0,0.0,1.0,0.0,74200.0,41.0,4367.0,3.0,2.0,3656.0,0.0,0.0,1.0,2.0,34856.0,174.0,5.0,5.0,0.0,33100.0,34856.0,84200.0,94.3,2.0,0.0,20.0,32.0,19.0,2.0,19.0,9.0,11.0,6.0,1.0,11.0,620.0,624.0,20000.0,20000.0,20000.0,13.99,465.27,70000.0,16.9,0.0,680.0,10000.0,0.0,20.0,0.0,31200.0,42.0,684.0,0.0,0.0,15473.02,15473.02,2965.17,2592.85,35.0,465.27,Jan-2017,Aug-2018, 60 months,C,Charged Off,OWN,Source Verified,debt_consolidation,MD,C4
69,19041.0,1.0,0.0,1.0,0.0,12600.0,91.0,5998.0,0.0,0.0,120385.0,1.0,0.0,4.0,0.0,133285.0,114.0,25.0,13.0,0.0,12600.0,133285.0,139633.0,100.0,0.0,0.0,7.0,4.0,3.0,21.0,3.0,3.0,3.0,3.0,0.0,3.0,680.0,684.0,17600.0,17600.0,17600.0,19.89,465.22,44000.0,17.56,0.0,680.0,127033.0,0.0,7.0,0.0,12900.0,102.4,684.0,8517.69,8517.69,17629.74,17629.74,9082.31,8547.43,25.0,465.22,Feb-2019,Mar-2019, 60 months,E,Current,RENT,Verified,credit_card,FL,E3
70,14073.0,8.0,2.0,9.0,1.0,13500.0,60.0,4797.0,4.0,0.0,32446.0,3.0,2.0,6.0,2.0,197024.0,203.0,13.0,3.0,7.0,9000.0,44393.0,264272.0,100.0,3.0,0.0,14.0,16.0,6.0,14.0,7.0,2.0,6.0,2.0,0.0,6.0,715.0,719.0,4200.0,4200.0,4200.0,13.44,142.41,102500.0,26.21,0.0,700.0,60487.0,0.0,14.0,0.0,11947.0,88.5,704.0,0.0,0.0,5118.759264685999,5118.76,4200.0,918.76,37.0,142.25,Jan-2019,Mar-2019, 36 months,C,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,NY,C3
71,5146.0,9.0,2.0,4.0,0.0,27900.0,75.0,2724.0,6.0,3.0,30388.0,1.0,0.0,2.0,2.0,72043.0,186.0,1.0,1.0,3.0,7500.0,48159.0,94620.0,94.1,4.0,0.0,15.0,18.0,12.0,13.0,6.0,4.0,10.0,4.0,1.0,10.0,775.0,779.0,19000.0,19000.0,19000.0,14.85,450.52,75000.0,13.09,0.0,665.0,36720.0,2.0,15.0,0.0,17771.0,63.7,669.0,0.0,0.0,21165.0373511115,21165.04,19000.0,2165.04,34.0,10797.99,Feb-2017,Feb-2018, 60 months,C,Fully Paid,OWN,Not Verified,credit_card,NY,C5
72,2649.0,5.0,1.0,0.0,1.0,41300.0,53.0,6833.0,2.0,2.0,36226.0,3.0,2.0,2.0,3.0,45025.0,107.0,2.0,2.0,0.0,19900.0,45025.0,84300.0,100.0,4.0,25.0,18.0,17.0,16.0,7.0,4.0,4.0,4.0,2.0,0.0,4.0,740.0,744.0,15850.0,15850.0,15850.0,23.13,448.01,45000.0,34.85,0.0,755.0,43000.0,1.0,18.0,0.0,8799.0,21.3,759.0,0.0,0.0,21481.2609462612,21481.26,15850.0,5631.26,24.0,13019.99,Sep-2017,Feb-2018, 60 months,F,Fully Paid,OWN,Not Verified,debt_consolidation,OH,F2
73,4117.0,3.0,1.0,1.0,1.0,14200.0,67.0,3118.0,1.0,1.0,35354.0,2.0,0.0,3.0,1.0,41166.0,204.0,5.0,5.0,0.0,13100.0,41166.0,61054.0,100.0,1.0,0.0,10.0,11.0,7.0,12.0,9.0,6.0,4.0,4.0,0.0,4.0,750.0,754.0,10000.0,10000.0,10000.0,11.99,222.4,42500.0,31.04,0.0,705.0,46854.0,1.0,10.0,0.0,5812.0,40.9,709.0,4372.47,4372.47,8434.55,8434.55,5627.53,2807.02,23.0,222.4,Feb-2019,Mar-2019, 60 months,C,Current,RENT,Not Verified,debt_consolidation,IN,C1
74,51015.0,7.0,3.0,3.0,4.0,43400.0,71.0,12141.0,1.0,0.0,130740.0,4.0,2.0,4.0,2.0,408118.0,220.0,16.0,6.0,3.0,43400.0,152571.0,447599.0,95.7,3.0,0.0,9.0,11.0,4.0,9.0,7.0,3.0,2.0,2.0,0.0,2.0,730.0,734.0,30000.0,30000.0,30000.0,15.77,1051.31,175000.0,18.5,0.0,725.0,146568.0,1.0,9.0,0.0,21831.0,50.3,729.0,0.0,0.0,33903.7657387675,33903.77,30000.0,3903.77,23.0,23456.38,Dec-2016,Sep-2017, 36 months,D,Fully Paid,MORTGAGE,Not Verified,home_improvement,OH,D1
75,15864.0,8.0,1.0,1.0,0.0,17500.0,52.0,3382.0,5.0,3.0,14683.0,2.0,1.0,2.0,3.0,158643.0,336.0,6.0,3.0,4.0,12200.0,18400.0,179105.0,97.2,4.0,0.0,12.0,25.0,9.0,8.0,15.0,4.0,3.0,1.0,0.0,3.0,735.0,739.0,1500.0,1500.0,1500.0,6.49,45.97,45000.0,16.11,0.0,745.0,18050.0,0.0,12.0,0.0,3717.0,21.2,749.0,0.0,0.0,1598.9833648167998,1598.98,1500.0,98.98,37.0,956.75,Apr-2017,Mar-2019, 36 months,A,Fully Paid,MORTGAGE,Not Verified,vacation,HI,A2
76,61551.0,1.0,0.0,7.0,0.0,45500.0,34.0,19339.0,1.0,1.0,25447.0,0.0,0.0,2.0,1.0,430856.0,238.0,4.0,4.0,7.0,44000.0,44786.0,512381.0,100.0,1.0,0.0,7.0,7.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,780.0,784.0,25000.0,25000.0,25000.0,5.32,752.87,150000.0,9.54,0.0,795.0,51081.0,0.0,7.0,0.0,19339.0,42.5,799.0,0.0,0.0,27033.110864247403,27033.11,25000.0,2033.11,18.0,752.86,Dec-2018,Dec-2018, 36 months,A,Fully Paid,MORTGAGE,Not Verified,credit_card,VT,A1
77,13412.0,2.0,1.0,1.0,1.0,28800.0,95.0,9937.0,1.0,0.0,50801.0,0.0,0.0,10.0,0.0,201184.0,308.0,17.0,8.0,2.0,27300.0,78137.0,206555.0,100.0,1.0,0.0,15.0,6.0,4.0,13.0,4.0,3.0,4.0,3.0,0.0,4.0,710.0,714.0,16250.0,16250.0,16250.0,13.44,373.41,50000.0,34.95,0.0,690.0,53905.0,0.0,15.0,0.0,27336.0,94.9,694.0,7245.32,7245.32,14159.25,14159.25,9004.68,5154.57,21.0,373.41,Feb-2019,Mar-2019, 60 months,C,Current,MORTGAGE,Not Verified,debt_consolidation,NY,C3
78,4322.0,6.0,1.0,2.0,2.0,20400.0,51.0,8284.0,3.0,2.0,34940.0,3.0,2.0,4.0,0.0,43224.0,74.0,7.0,7.0,0.0,17800.0,43224.0,84627.0,100.0,4.0,0.0,10.0,9.0,6.0,7.0,6.0,4.0,1.0,1.0,0.0,1.0,560.0,564.0,20200.0,20200.0,20200.0,18.49,518.35,60000.0,34.84,0.0,720.0,64227.0,0.0,10.0,1.0,8284.0,40.6,724.0,0.0,0.0,9278.43,9278.43,4258.61,5019.82,16.0,518.35,Jul-2017,Nov-2017, 60 months,D,Charged Off,RENT,Source Verified,debt_consolidation,CA,D5
79,6406.0,2.0,1.0,0.0,0.0,47200.0,77.0,9973.0,1.0,1.0,6234.0,1.0,0.0,1.0,1.0,57655.0,240.0,4.0,4.0,3.0,44400.0,57655.0,74779.0,100.0,1.0,0.0,10.0,14.0,8.0,1.0,7.0,6.0,7.0,5.0,0.0,7.0,515.0,519.0,23975.0,23975.0,23975.0,19.89,633.73,70000.0,33.2,0.0,685.0,20800.0,1.0,10.0,0.0,44807.0,94.9,689.0,0.0,0.0,3928.86,3928.86,1478.13,2450.73,19.0,633.73,Jul-2016,Feb-2017, 60 months,E,Charged Off,RENT,Not Verified,credit_card,VA,E3
